1,16rCmCmbuWDhPjWTrpQGaU3EPdZF7MTdUk,1,1,#0066ff,2019-04-28 13:29:39,2019-04-28 13:29:39
2,1Ns1WdFUtCpdZ4k5kWWKKhtC6visyzDZGo,1,1,#0066ff,2019-04-28 13:29:39,2019-04-28 13:29:39
3,13z5mFzWgPGJ4p6mXPkfL1vdpTzFbHUeQf,1,1,#0066ff,2019-04-28 13:29:39,2019-04-28 13:29:39
4,1LExPrgagBCa1a8iahDs7gK9myQuYQee7X,1,1,#0066ff,2019-04-28 13:29:39,2019-04-28 13:29:39
5,1KzrzMVs6PHV2roiSYYmsUJs32ToWWhbUp,1,1,#0066ff,2019-04-28 13:29:39,2019-04-28 13:29:39
6,12H5zttmnHdjbeVrs6aP2x8jP41wduZEmv,1,1,#0066ff,2019-04-28 13:29:39,2019-04-28 13:29:39
7,1NVHTSyA6JR8e1BZp7UTcCwKnZysMWNqes,1,1,#0066ff,2019-04-28 13:29:39,2019-04-28 13:29:39
8,14uGjZd6G8Lz2SZxpBvZrsBRTvMwGTcb8h,1,1,#0066ff,2019-04-28 13:29:39,2019-04-28 13:29:39
9,13vDT7wwWgq5YX3NH1ikakk9JoXjib6XZY,1,1,#0066ff,2019-04-28 13:29:39,2019-04-28 13:29:39
10,15yB7aLrRdHp8uJWLTZPDu1FvFSZ4nmeFY,1,1,#0066ff,2019-04-28 13:29:39,2019-04-28 13:29:39
11,1MpEwfHmpQjakoweqS9t2UqSmimpTXFWuf,1,1,#0066ff,2019-04-28 13:29:39,2019-04-28 13:29:39
12,1HonipQ9SGVFkzAWh97FdRPunMvRVYffMf,1,1,#0066ff,2019-04-28 13:29:39,2019-04-28 13:29:39
13,1EQpQHVWo5Kt3qWSTLyupVSdh8D8h1PQP,1,1,#0066ff,2019-04-28 13:29:39,2019-04-28 13:29:39
14,18DvKvNVTd6XAth7iV4ujyEVfor1feCyLp,1,1,#0066ff,2019-04-28 13:29:39,2019-04-28 13:29:39
15,19cmvLHbyRL6zyXHxip94uKmr7omAW7TrA,1,1,#0066ff,2019-04-28 13:29:39,2019-04-28 13:29:39
16,1EfpTgAMfHnKrLJCKnTFx35SrkPMiiVnWb,1,1,#0066ff,2019-04-28 13:29:39,2019-04-28 13:29:39
17,385cR5DM96n1HvBDMzLHPYcw89fZAXULJP,1,1,#0066ff,2019-04-28 13:29:39,2019-04-28 13:29:39
18,1Cj7DpwXGVfdgtCJUWeKhYVwkA5i35mMoP,1,1,#0066ff,2019-04-28 13:29:39,2019-04-28 13:29:39
19,3Nxwenay9Z8Lc9JBiywExpnEFiLp6Afp8v,1,2,#0066ff,2019-04-28 13:29:39,2019-04-28 13:29:39
20,3Cbq7aT1tY8kMxWLbitaG7yT6bPbKChq64,1,3,#0066ff,2019-04-28 13:29:39,2019-04-28 13:29:39
21,16ftSEQ4ctQFDtVZiUBusQUjRrGhM3JYwe,1,4,#336600,2019-04-28 13:29:39,2019-04-28 13:29:39
22,34xp4vRoCGJym3xR7yCVPFHoCNxv4Twseo,1,4,#336600,2019-04-28 13:29:39,2019-04-28 13:29:39
23,3GUb11zCt3b1nr32tUEd88biiiHirFv9sp,1,4,#336600,2019-04-28 13:29:39,2019-04-28 13:29:39
24,3KvgBqu16uJEA46CCi9pYG5D8WYkfcZQQP,1,4,#336600,2019-04-28 13:29:39,2019-04-28 13:29:39
25,3KnZmJohDM8tmmkwUax9JHXpaQPK28Ja8s,1,4,#336600,2019-04-28 13:29:39,2019-04-28 13:29:39
26,32Ug2gH4aVsNpGf17Jmp4Ao4oKXTycWjyz,1,4,#336600,2019-04-28 13:29:39,2019-04-28 13:29:39
27,32wBhL5j2fQkdpQPyBUwYqkqCLa9WGxoug,1,4,#336600,2019-04-28 13:29:39,2019-04-28 13:29:39
28,3FrSzikNqBgikWgTHixywhXcx57q6H6rHC,1,4,#336600,2019-04-28 13:29:39,2019-04-28 13:29:39
29,352USv8Cih1Bq81XnzB2C9VLMQBh55Y4uV,1,4,#336600,2019-04-28 13:29:39,2019-04-28 13:29:39
30,3Gv6q2zbxiWkcrTzdYk99KseSnDZkbQDgs,1,4,#336600,2019-04-28 13:29:39,2019-04-28 13:29:39
31,3CsngxVJRHMBhd29vBCNyBJsetyYgaQKhD,1,4,#336600,2019-04-28 13:29:39,2019-04-28 13:29:39
32,3DujGY5vbomys9yMFFYM55ecMJCvsKFhWt,1,4,#336600,2019-04-28 13:29:39,2019-04-28 13:29:40
33,3AweAnU1qYSUCJ5Hvy9DFEB7dVqUebZw5i,1,4,#336600,2019-04-28 13:29:40,2019-04-28 13:29:40
34,1NDyJtNTjmwk5xPNhjgAMu4HDHigtobu1s,1,4,#336600,2019-04-28 13:29:40,2019-04-28 13:29:40
35,3D2oetdNuZUqQHPJmcMDDHYoqkyNVsFk9r,1,5,#0066ff,2019-04-28 13:29:40,2019-04-28 13:29:40
36,336xGpGweq1wtY4kRTuA4w6d7yDkBU9czU,1,6,#336600,2019-04-28 13:29:40,2019-04-28 13:29:40
37,34SogpBMMR7zkHhJnCWpubKFDv26eccohh,1,6,#336600,2019-04-28 13:29:40,2019-04-28 13:29:40
38,352C7fyug5sLbNvTM6eK7izVuaUswCfFRt,1,6,#336600,2019-04-28 13:29:40,2019-04-28 13:29:40
39,37fuit7Nu2zbUsjNsXxf6zyhtXgHQWUgTr,1,6,#336600,2019-04-28 13:29:40,2019-04-28 13:29:40
40,33FwhWsV9JhNrAd64eL1WUayqStXCG4Xng,1,6,#336600,2019-04-28 13:29:40,2019-04-28 13:29:40
